id,category,amount
91506,Travel,1505.13
91507,Food,1317.88
91508,Shopping,293.22
91509,Shopping,1059.96
91510,Travel,188.32
91511,Travel,4575.66
91512,Utilities,1807.17
91513,Utilities,2330.92
91514,Rent,2416.58
91515,Shopping,2938.1
91516,Shopping,2958.04
91517,Utilities,3918.67
91518,Travel,1020.85
91519,Food,4811.93
91520,Utilities,1612.67
91521,Shopping,1426.05
91522,Rent,2988.38
91523,Rent,4285.16
91524,Food,423.93
91525,Rent,778.6
91526,Travel,995.16
91527,Shopping,2610.74
91528,Food,1088.17
91529,Rent,1271.26
91530,Food,3913.73
91531,Shopping,2126.44
91532,Food,1579.88
91533,Rent,487.19
91534,Travel,2555.88
91535,Shopping,686.05
91536,Travel,2466.94
91537,Utilities,1390.6
91538,Utilities,3597.7
91539,Food,4463.06
91540,Travel,4988.1
91541,Utilities,4539.67
91542,Rent,1817.96
91543,Utilities,4909.29
91544,Utilities,747.93
91545,Travel,4484.23
91546,Travel,898.07
91547,Utilities,1904.24
91548,Travel,1693.94
91549,Utilities,3143.77
91550,Utilities,3056.5
91551,Food,4729.54
91552,Food,3419.96
91553,Rent,4157.19
91554,Shopping,1199.39
91555,Food,425.74
91556,Shopping,3835.19
91557,Utilities,1259.17
91558,Utilities,993.2
91559,Shopping,3633.35
91560,Food,2773.7
91561,Travel,4635.27
91562,Travel,2355.59
91563,Shopping,54.15
91564,Rent,1358.05
91565,Shopping,2407.67
91566,Travel,2597.67
91567,Utilities,1842.56
91568,Rent,1865.81
91569,Shopping,2811.53
91570,Travel,2101.56
91571,Travel,3914.28
91572,Food,2613.17
91573,Utilities,14.24
91574,Travel,1130.1
91575,Shopping,3248.75
91576,Shopping,1930.95
91577,Utilities,1519.51
91578,Travel,3785.92
91579,Utilities,4226.34
91580,Utilities,1839.61
91581,Utilities,948.9
91582,Utilities,1445.61
91583,Rent,653.01
91584,Utilities,2519.45
91585,Shopping,1201.83
91586,Rent,1358.4
91587,Food,2948.58
91588,Rent,1951.14
91589,Shopping,1254.9
91590,Shopping,881.46
91591,Utilities,3373.32
91592,Rent,4781.88
91593,Food,756.21
91594,Travel,3131.12
91595,Rent,3384.69
91596,Rent,821.99
91597,Travel,626.04
91598,Utilities,514.02
91599,Rent,2488.16
91600,Utilities,4803.93
91601,Utilities,4637.46
91602,Utilities,62.23
91603,Food,1055.05
91604,Travel,813.96
91605,Travel,891.83
91606,Food,48.87
91607,Food,2323.54
91608,Rent,1151.56
91609,Utilities,735.15
91610,Shopping,1398.06
91611,Utilities,2192.43
91612,Shopping,3114.03
91613,Shopping,2524.52
91614,Rent,1806.15
91615,Rent,3435.39
91616,Food,3718.48
91617,Food,881.21
91618,Rent,542.6
91619,Travel,4824.52
91620,Rent,1707.65
91621,Travel,1969.21
91622,Shopping,1780.67
91623,Travel,2031.57
91624,Shopping,1791.33
91625,Shopping,3283.53
91626,Utilities,233.92
91627,Food,3640.84
91628,Travel,3587.76
91629,Food,900.45
91630,Travel,2751.63
91631,Travel,1308.41
91632,Food,3472.11
91633,Utilities,4758.87
91634,Shopping,3060.64
91635,Shopping,3351.41
91636,Shopping,2931.56
91637,Shopping,4940.4
91638,Food,4546.5
91639,Food,1448.96
91640,Travel,4675.93
91641,Shopping,4306.99
91642,Utilities,4859.3
91643,Travel,1755.83
91644,Rent,1978.86
91645,Food,1197.8
91646,Shopping,4023.02
91647,Rent,1766.39
91648,Travel,4397.09
91649,Shopping,562.63
91650,Food,1323.35
91651,Rent,485.57
91652,Food,542.45
91653,Food,3762.73
91654,Rent,3463.92
91655,Rent,1796.52
91656,Travel,142.75
91657,Travel,4377.26
91658,Utilities,1843.31
91659,Utilities,1171.57
91660,Food,1517.59
91661,Food,4378.6
91662,Utilities,4436.12
91663,Travel,1275.69
91664,Shopping,2967.29
91665,Travel,795.01
91666,Utilities,1536.0
91667,Shopping,4046.82
91668,Utilities,2534.09
91669,Travel,4655.82
91670,Shopping,1293.59
91671,Rent,1078.73
91672,Food,3788.43
91673,Travel,179.86
91674,Shopping,3358.85
91675,Food,2444.79
91676,Rent,1261.61
91677,Shopping,2157.28
91678,Utilities,1528.97
91679,Utilities,1923.12
91680,Utilities,3476.71
91681,Travel,3022.75
91682,Shopping,1881.83
91683,Travel,2726.58
91684,Shopping,301.12
91685,Shopping,700.98
91686,Rent,2309.76
91687,Travel,3144.44
91688,Rent,2233.99
91689,Food,892.81
91690,Food,4495.25
91691,Travel,3531.51
91692,Shopping,349.58
91693,Shopping,2656.38
91694,Food,3266.64
91695,Utilities,517.97
91696,Shopping,4364.46
91697,Food,1050.89
91698,Food,1541.12
91699,Food,1850.91
91700,Utilities,3863.03
91701,Shopping,476.99
91702,Travel,2922.29
91703,Rent,4163.87
91704,Rent,1466.1
91705,Rent,3488.4
91706,Shopping,4360.06
91707,Shopping,4207.71
91708,Utilities,3240.78
91709,Rent,793.56
91710,Food,3099.18
91711,Utilities,2434.21
91712,Rent,2345.23
91713,Rent,4881.83
91714,Rent,3334.06
91715,Rent,609.58
91716,Shopping,1868.87
91717,Travel,509.75
91718,Rent,2287.72
91719,Travel,4244.09
91720,Travel,38.27
91721,Utilities,1927.32
91722,Food,79.72
91723,Travel,313.79
91724,Shopping,3714.45
91725,Food,4376.73
91726,Shopping,2710.82
91727,Rent,2650.97
91728,Shopping,3341.35
91729,Utilities,1893.44
91730,Shopping,3210.04
91731,Utilities,173.34
91732,Shopping,1994.56
91733,Shopping,1705.34
91734,Travel,541.68
91735,Travel,4021.79
91736,Food,2031.12
91737,Utilities,3150.71
91738,Food,3712.82
91739,Travel,984.5
91740,Food,1738.69
91741,Travel,204.0
91742,Food,2936.74
91743,Rent,2262.33
91744,Travel,182.25
91745,Shopping,3130.82
91746,Travel,1623.64
91747,Shopping,91.43
91748,Shopping,910.36
91749,Food,4152.46
91750,Shopping,4847.13
91751,Shopping,873.35
91752,Shopping,1754.17
91753,Utilities,87.22
91754,Shopping,2754.22
91755,Food,1838.77
91756,Travel,1387.61
91757,Utilities,396.93
91758,Utilities,3823.57
91759,Rent,180.29
91760,Travel,566.97
91761,Food,2464.63
91762,Food,2359.32
91763,Food,185.94
91764,Utilities,1971.68
91765,Utilities,3186.35
91766,Travel,4360.26
91767,Shopping,680.67
91768,Food,4072.08
91769,Utilities,1566.66
91770,Shopping,2768.66
91771,Rent,3079.21
91772,Shopping,3550.93
91773,Travel,4401.43
91774,Shopping,3221.63
91775,Shopping,253.6
91776,Food,824.05
91777,Utilities,3568.73
91778,Food,3941.9
91779,Travel,1960.87
91780,Travel,2550.64
91781,Food,1373.97
91782,Utilities,138.04
91783,Rent,2400.16
91784,Shopping,3416.76
91785,Travel,1911.54
91786,Rent,2097.72
91787,Food,1802.61
91788,Rent,2807.35
91789,Rent,3895.94
91790,Rent,1822.21
91791,Rent,2232.55
91792,Rent,3850.22
91793,Travel,2379.64
91794,Food,663.4
91795,Rent,3455.44
91796,Rent,2443.69
91797,Travel,1888.57
91798,Travel,700.22
91799,Rent,4309.05
91800,Travel,1501.84
91801,Rent,3288.06
91802,Utilities,984.61
91803,Food,975.32
91804,Travel,1274.21
91805,Food,987.46
91806,Utilities,1739.22
91807,Shopping,1513.26
91808,Shopping,2158.45
91809,Travel,4129.09
91810,Travel,440.33
91811,Food,3444.59
91812,Rent,4643.7
91813,Travel,4122.12
91814,Travel,3081.96
91815,Rent,2248.41
91816,Food,4549.29
91817,Utilities,4107.99
91818,Shopping,2653.35
91819,Rent,2784.05
91820,Rent,1162.91
91821,Shopping,2242.67
91822,Rent,2757.54
91823,Shopping,4189.03
91824,Travel,806.05
91825,Rent,388.39
91826,Shopping,196.22
91827,Food,4646.47
91828,Shopping,4483.09
91829,Food,2846.32
91830,Utilities,1577.79
91831,Travel,1825.43
91832,Food,409.95
91833,Shopping,1690.11
91834,Travel,3480.04
91835,Travel,3829.76
91836,Food,3559.76
91837,Rent,4513.67
91838,Travel,2651.76
91839,Shopping,4854.01
91840,Utilities,2268.89
91841,Food,1833.5
91842,Shopping,3524.46
91843,Rent,3050.73
91844,Utilities,4926.61
91845,Travel,2845.03
91846,Shopping,4226.55
91847,Utilities,3282.22
91848,Utilities,3698.23
91849,Utilities,3959.38
91850,Travel,3485.74
91851,Rent,1031.06
91852,Rent,390.14
91853,Utilities,1278.95
91854,Rent,145.66
91855,Travel,790.56
91856,Shopping,1208.83
91857,Food,2364.29
91858,Shopping,4161.76
91859,Food,3356.63
91860,Shopping,2698.85
91861,Utilities,1733.83
91862,Food,3661.36
91863,Travel,897.03
91864,Travel,3685.89
91865,Travel,1688.13
91866,Utilities,4960.89
91867,Food,3462.34
91868,Food,3079.09
91869,Food,1495.49
91870,Food,3714.32
91871,Shopping,886.38
91872,Shopping,1590.59
91873,Utilities,4144.51
91874,Travel,3133.18
91875,Food,4892.88
91876,Utilities,2103.0
91877,Travel,2789.23
91878,Travel,3495.65
91879,Shopping,2801.65
91880,Rent,4265.78
91881,Rent,2555.37
91882,Food,986.96
91883,Shopping,3288.1
91884,Travel,4814.86
91885,Food,4439.08
91886,Utilities,4170.11
91887,Food,3245.05
91888,Shopping,4085.94
91889,Rent,2840.4
91890,Utilities,19.27
91891,Rent,257.0
91892,Rent,182.29
91893,Rent,1547.12
91894,Shopping,3289.93
91895,Utilities,3360.26
91896,Utilities,2885.22
91897,Travel,3066.22
91898,Utilities,4979.45
91899,Travel,4629.12
91900,Travel,2969.49
91901,Rent,3462.2
91902,Rent,2097.94
91903,Travel,2228.88
91904,Food,1175.97
91905,Food,1611.99
91906,Travel,4106.55
91907,Shopping,3462.43
91908,Utilities,1177.07
91909,Shopping,3781.81
91910,Utilities,3449.51
91911,Travel,3179.89
91912,Shopping,1874.71
91913,Rent,843.63
91914,Shopping,483.33
91915,Travel,3928.04
91916,Utilities,3662.25
91917,Travel,3682.64
91918,Rent,3209.91
91919,Shopping,2909.58
91920,Utilities,3376.89
91921,Travel,2263.07
91922,Rent,1477.11
91923,Rent,1637.35
91924,Shopping,1785.16
91925,Food,85.46
91926,Travel,1865.5
91927,Utilities,3994.14
91928,Food,4923.32
91929,Travel,1748.6
91930,Shopping,4858.6
91931,Utilities,1392.99
91932,Shopping,3831.14
91933,Food,3652.62
91934,Travel,2800.99
91935,Utilities,2585.74
91936,Food,2341.99
91937,Utilities,3026.69
91938,Utilities,459.1
91939,Food,1467.78
91940,Utilities,309.19
91941,Food,2096.12
91942,Travel,4455.83
91943,Rent,1706.12
91944,Shopping,1647.9
91945,Food,3732.05
91946,Shopping,1370.02
91947,Utilities,3232.52
91948,Utilities,4567.69
91949,Utilities,739.08
91950,Rent,2576.71
91951,Shopping,2127.51
91952,Travel,1678.28
91953,Shopping,482.42
91954,Rent,4815.16
91955,Utilities,507.71
91956,Rent,2205.29
91957,Rent,705.55
91958,Rent,131.22
91959,Rent,1508.02
91960,Utilities,4553.75
91961,Rent,3954.45
91962,Rent,1029.23
91963,Shopping,4305.7
91964,Food,2126.01
91965,Utilities,4927.16
91966,Food,3208.34
91967,Rent,2424.64
91968,Rent,3229.92
91969,Rent,1521.25
91970,Rent,3540.91
91971,Travel,2876.17
91972,Travel,1951.03
91973,Rent,4457.64
91974,Rent,2902.18
91975,Utilities,4485.17
91976,Shopping,1316.63
91977,Travel,3070.46
91978,Food,1968.47
91979,Shopping,3928.49
91980,Food,4217.76
91981,Food,4071.55
91982,Shopping,2888.03
91983,Rent,1483.24
91984,Shopping,4881.59
91985,Rent,693.71
91986,Shopping,255.03
91987,Rent,865.99
91988,Food,1788.81
91989,Travel,4079.46
91990,Food,1320.24
91991,Travel,1690.46
91992,Travel,2099.09
91993,Rent,3897.92
91994,Shopping,2175.64
91995,Utilities,974.02
91996,Shopping,2457.22
91997,Rent,4924.15
91998,Travel,2774.86
91999,Utilities,1556.34
92000,Shopping,3916.71
92001,Rent,1284.05
92002,Travel,2812.11
92003,Rent,2777.0
92004,Travel,4546.98
92005,Utilities,2476.8
92006,Rent,3170.6
92007,Travel,1376.24
92008,Rent,1349.07
92009,Shopping,1966.03
92010,Food,3959.74
92011,Travel,2611.09
92012,Shopping,1606.45
92013,Rent,2321.78
92014,Travel,4086.13
92015,Shopping,1243.64
92016,Shopping,232.41
92017,Rent,1883.28
92018,Travel,4475.43
92019,Shopping,1904.61
92020,Rent,2849.5
92021,Shopping,1948.93
92022,Utilities,2533.41
92023,Food,4194.97
92024,Shopping,4869.59
92025,Food,2128.12
92026,Food,4911.44
92027,Travel,1627.31
92028,Food,487.75
92029,Utilities,2299.77
92030,Utilities,98.13
92031,Travel,1484.62
92032,Shopping,3694.56
92033,Utilities,1264.38
92034,Travel,3806.91
92035,Travel,1651.63
92036,Utilities,107.45
92037,Utilities,3603.39
92038,Shopping,1753.58
92039,Travel,1566.18
92040,Travel,3108.86
92041,Food,4441.76
92042,Shopping,2558.05
92043,Utilities,2755.83
92044,Rent,2299.38
92045,Shopping,3368.15
92046,Shopping,2893.33
92047,Shopping,1609.55
92048,Utilities,1681.23
92049,Shopping,1692.37
92050,Rent,1732.76
92051,Travel,4301.21
92052,Rent,4326.42
92053,Travel,2071.23
92054,Shopping,4678.01
92055,Food,3108.59
92056,Rent,4932.45
92057,Shopping,2978.08
92058,Food,4796.43
92059,Shopping,4035.64
92060,Food,2550.11
92061,Food,3478.95
92062,Shopping,2023.02
92063,Food,1071.94
92064,Utilities,2221.18
92065,Utilities,839.99
92066,Utilities,714.14
92067,Shopping,4929.83
92068,Shopping,3029.77
92069,Rent,3276.28
92070,Utilities,2314.65
92071,Utilities,3934.5
92072,Food,4597.12
92073,Food,3648.39
92074,Utilities,1407.15
92075,Food,3553.93
92076,Food,158.39
92077,Food,4236.65
92078,Rent,2069.1
92079,Rent,1834.61
92080,Travel,1867.81
92081,Rent,1761.92
92082,Travel,3002.61
92083,Travel,4567.49
92084,Travel,1433.85
92085,Travel,892.27
92086,Rent,4291.68
92087,Travel,604.72
92088,Rent,918.37
92089,Utilities,3501.9
92090,Utilities,4715.41
92091,Shopping,491.92
92092,Travel,3103.58
92093,Travel,1622.59
92094,Shopping,1496.67
92095,Shopping,650.55
92096,Utilities,147.06
92097,Food,158.26
92098,Food,2710.54
92099,Travel,3458.69
92100,Shopping,1740.17
92101,Travel,4948.17
92102,Travel,2348.06
92103,Shopping,1204.03
92104,Travel,2750.94
92105,Travel,1078.59
92106,Utilities,1198.84
92107,Travel,2937.48
92108,Utilities,2110.97
92109,Food,3049.81
92110,Rent,358.3
92111,Rent,4277.23
92112,Food,3043.9
92113,Utilities,1997.65
92114,Food,1761.87
92115,Shopping,3227.05
92116,Rent,2323.21
92117,Rent,2173.28
92118,Rent,3438.56
92119,Utilities,4541.88
92120,Rent,2641.97
92121,Shopping,100.23
92122,Shopping,642.72
92123,Shopping,787.48
92124,Shopping,1827.93
92125,Travel,2705.79
92126,Food,2321.48
92127,Food,1313.57
92128,Utilities,215.92
92129,Rent,3510.45
92130,Shopping,93.91
92131,Rent,875.6
92132,Food,2982.98
92133,Utilities,3497.93
92134,Utilities,2189.12
92135,Rent,3974.98
92136,Travel,1751.35
92137,Food,2499.5
92138,Utilities,1292.15
92139,Utilities,3053.21
92140,Food,1975.47
92141,Food,3883.43
92142,Shopping,434.06
92143,Utilities,1417.35
92144,Travel,4306.75
92145,Travel,4160.78
92146,Food,2447.61
92147,Utilities,2852.87
92148,Food,225.22
92149,Food,3970.46
92150,Travel,3219.18
92151,Shopping,1841.51
92152,Travel,2307.47
92153,Food,4225.1
92154,Utilities,1819.22
92155,Food,1936.22
92156,Utilities,2384.82
92157,Travel,4658.13
92158,Food,2944.44
92159,Travel,1699.98
92160,Travel,3929.49
92161,Utilities,2782.19
92162,Food,3218.69
92163,Utilities,4760.4
92164,Utilities,2157.32
92165,Travel,1157.23
92166,Shopping,216.7
92167,Utilities,4127.08
92168,Food,153.3
92169,Rent,2415.79
92170,Rent,2077.34
92171,Utilities,683.72
92172,Food,934.4
92173,Utilities,3395.11
92174,Travel,2496.68
92175,Shopping,3873.1
92176,Food,4839.13
92177,Food,1290.04
92178,Travel,4920.42
92179,Travel,1226.43
92180,Utilities,2495.88
92181,Shopping,4664.32
92182,Rent,1056.0
92183,Travel,4457.4
92184,Food,910.41
92185,Rent,840.12
92186,Travel,2907.19
92187,Utilities,3964.77
92188,Travel,139.39
92189,Food,1807.59
92190,Utilities,175.62
92191,Rent,2502.81
92192,Utilities,3243.85
92193,Shopping,2317.64
92194,Rent,3397.66
92195,Travel,1258.96
92196,Food,978.72
92197,Food,2381.73
92198,Utilities,2776.81
92199,Shopping,2776.95
92200,Food,3002.23
92201,Utilities,3244.23
92202,Travel,2974.15
92203,Utilities,3289.37
92204,Food,1279.08
92205,Travel,3562.53
92206,Travel,2635.31
92207,Travel,677.1
92208,Shopping,3303.31
92209,Travel,1658.93
92210,Rent,2080.57
92211,Shopping,2392.52
92212,Travel,186.57
92213,Rent,3671.5
92214,Shopping,2640.38
92215,Utilities,3789.98
92216,Shopping,2903.18
92217,Food,2012.3
92218,Utilities,1454.35
92219,Utilities,259.52
92220,Travel,2053.52
92221,Travel,4897.81
92222,Utilities,4580.57
92223,Travel,4213.21
92224,Rent,4232.6
92225,Rent,4401.57
92226,Food,2967.43
92227,Rent,262.33
92228,Rent,2023.96
92229,Food,4315.05
92230,Food,2181.59
92231,Travel,4086.31
92232,Utilities,2486.0
92233,Shopping,4517.74
92234,Travel,1732.41
92235,Utilities,1251.82
92236,Shopping,2251.01
92237,Travel,1495.91
92238,Rent,417.68
92239,Utilities,473.83
92240,Rent,1437.36
92241,Shopping,389.18
92242,Travel,2785.39
92243,Shopping,2239.23
92244,Travel,4078.89
92245,Travel,354.72
92246,Utilities,1299.75
92247,Travel,873.86
92248,Travel,3641.26
92249,Travel,1610.67
92250,Shopping,3255.58
92251,Travel,713.0
92252,Travel,2592.98
92253,Food,325.86
92254,Shopping,4630.97
92255,Utilities,2348.0
92256,Food,3776.43
92257,Food,3411.47
92258,Rent,888.91
92259,Shopping,1850.55
92260,Travel,2372.18
92261,Travel,4243.87
92262,Utilities,3186.82
92263,Utilities,1685.34
92264,Shopping,229.21
92265,Utilities,3461.01
92266,Rent,128.26
92267,Utilities,276.59
92268,Travel,297.12
92269,Food,3013.59
92270,Rent,4294.85
92271,Rent,4035.68
92272,Utilities,4729.57
92273,Shopping,903.88
92274,Shopping,3804.53
92275,Rent,843.05
92276,Shopping,3523.65
92277,Shopping,981.27
92278,Rent,217.33
92279,Utilities,4295.2
92280,Travel,2818.18
92281,Rent,750.75
92282,Food,3337.32
92283,Food,4778.52
92284,Shopping,4683.03
92285,Rent,2352.55
92286,Food,1620.52
92287,Food,2013.35
92288,Shopping,333.08
92289,Utilities,767.85
92290,Food,1076.88
92291,Rent,4029.33
92292,Rent,4785.6
92293,Food,2337.34
92294,Utilities,1241.21
92295,Utilities,990.76
92296,Food,3046.59
92297,Shopping,4929.08
92298,Travel,113.66
92299,Utilities,16.45
92300,Utilities,1337.99
92301,Food,1545.64
92302,Utilities,104.26
92303,Travel,4767.94
92304,Shopping,526.84
92305,Shopping,4910.36
92306,Food,1820.15
92307,Rent,96.11
92308,Travel,2830.78
92309,Shopping,2679.31
92310,Travel,684.98
92311,Shopping,531.42
92312,Rent,3105.87
92313,Rent,4956.0
92314,Shopping,1379.61
92315,Travel,345.16
92316,Rent,1311.6
92317,Rent,602.74
92318,Travel,1619.68
92319,Utilities,3845.05
92320,Shopping,2015.71
92321,Travel,3622.08
92322,Rent,3352.93
92323,Food,2054.35
92324,Shopping,3065.26
92325,Rent,3017.18
92326,Rent,1499.86
92327,Food,766.18
92328,Food,2325.86
92329,Food,2874.28
92330,Travel,484.7
92331,Travel,1339.95
92332,Shopping,186.36
92333,Food,3771.09
92334,Food,1144.16
92335,Utilities,3417.16
92336,Utilities,1398.64
92337,Travel,1789.46
92338,Utilities,772.84
92339,Shopping,2135.49
92340,Travel,1475.41
92341,Shopping,1208.4
92342,Rent,683.07
92343,Utilities,4237.1
92344,Travel,1783.76
92345,Shopping,2059.87
92346,Food,2983.69
92347,Rent,2120.63
92348,Rent,4215.75
92349,Utilities,3062.0
92350,Utilities,1823.81
92351,Rent,4390.06
92352,Food,4564.96
92353,Travel,1142.87
92354,Utilities,4230.61
92355,Travel,3436.07
92356,Shopping,1712.12
92357,Utilities,3607.76
92358,Shopping,1863.35
92359,Shopping,3536.95
92360,Shopping,1902.56
92361,Shopping,3225.03
92362,Food,591.45
92363,Shopping,4712.62
92364,Shopping,4750.07
92365,Rent,916.86
92366,Utilities,552.58
92367,Rent,2515.23
92368,Rent,2644.95
92369,Utilities,273.1
92370,Utilities,4305.74
92371,Utilities,3225.04
92372,Travel,2367.17
92373,Utilities,4498.95
92374,Rent,451.52
92375,Food,4551.41
92376,Shopping,3041.33
92377,Rent,383.86
92378,Food,4079.77
92379,Food,3588.99
92380,Shopping,3026.95
92381,Shopping,3111.48
92382,Utilities,1394.83
92383,Rent,1359.43
92384,Food,2000.08
92385,Utilities,1156.74
92386,Shopping,474.62
92387,Travel,1254.26
92388,Food,2212.33
92389,Travel,74.68
92390,Travel,4019.93
92391,Shopping,1323.94
92392,Food,2047.5
92393,Travel,732.54
92394,Food,929.31
92395,Shopping,4293.36
92396,Travel,1902.68
92397,Food,2804.56
92398,Shopping,1233.21
92399,Travel,3536.62
92400,Rent,2421.65
92401,Shopping,3879.54
92402,Utilities,2215.85
92403,Rent,3301.61
92404,Food,2647.24
92405,Food,1277.2
92406,Shopping,2723.8
92407,Travel,2831.38
92408,Travel,4340.06
92409,Food,1666.88
92410,Utilities,36.86
92411,Shopping,2405.72
92412,Travel,852.48
92413,Rent,711.69
92414,Travel,47.98
92415,Food,3106.62
92416,Shopping,3755.66
92417,Shopping,3943.15
92418,Utilities,3074.41
92419,Food,1825.81
92420,Utilities,1059.34
92421,Utilities,2753.27
92422,Travel,857.68
92423,Utilities,91.38
92424,Rent,749.06
92425,Rent,3729.11
92426,Rent,3666.64
92427,Travel,1013.24
92428,Food,4760.18
92429,Food,3892.66
92430,Utilities,4029.51
92431,Food,796.46
92432,Rent,1991.22
92433,Rent,936.99
92434,Rent,3996.15
92435,Food,4964.15
92436,Shopping,3046.29
92437,Utilities,1838.23
92438,Travel,4314.62
92439,Rent,3161.76
92440,Shopping,76.69
92441,Rent,2587.83
92442,Travel,627.18
92443,Shopping,2401.83
92444,Travel,1842.7
92445,Rent,620.17
92446,Food,1484.08
92447,Utilities,2963.85
92448,Food,365.54
92449,Utilities,4755.31
92450,Rent,2233.52
92451,Shopping,695.65
92452,Food,3576.75
92453,Food,1742.15
92454,Travel,959.64
92455,Utilities,1402.37
92456,Travel,3723.83
92457,Travel,2112.27
92458,Travel,4000.55
92459,Shopping,2672.99
92460,Utilities,4735.19
92461,Shopping,3447.38
92462,Food,1449.58
92463,Food,2414.19
92464,Utilities,4604.98
92465,Shopping,415.59
92466,Food,3192.1
92467,Shopping,311.37
92468,Utilities,284.18
92469,Travel,3866.79
92470,Food,458.72
92471,Food,1371.74
92472,Shopping,3064.78
92473,Travel,3025.9
92474,Travel,2815.62
92475,Rent,412.61
92476,Rent,2826.76
92477,Rent,3762.6
92478,Utilities,2093.4
92479,Food,4755.76
92480,Shopping,582.07
92481,Food,2412.72
92482,Food,361.53
92483,Food,3607.06
92484,Travel,4310.14
92485,Rent,2535.7
92486,Utilities,667.5
92487,Rent,3115.64
92488,Utilities,533.59
92489,Travel,3574.69
92490,Utilities,151.44
92491,Food,211.27
92492,Food,3498.48
92493,Rent,3458.51
92494,Travel,4914.08
92495,Travel,2957.66
92496,Travel,1548.41
92497,Utilities,342.46
92498,Shopping,1853.7
92499,Utilities,797.61
92500,Travel,915.39
92501,Rent,1068.96
92502,Food,453.92
92503,Shopping,460.86
92504,Shopping,3309.23
92505,Travel,3509.07
92506,Shopping,911.28
92507,Shopping,2540.96
92508,Shopping,4472.07
92509,Utilities,772.54
92510,Shopping,810.65
92511,Food,3110.03
92512,Utilities,3450.8
92513,Utilities,4962.91
92514,Utilities,623.12
92515,Food,266.99
92516,Food,2949.89
92517,Shopping,2091.47
92518,Utilities,4155.18
92519,Utilities,4988.36
92520,Travel,3331.21
92521,Travel,2664.11
92522,Rent,310.09
92523,Travel,3144.08
92524,Food,4188.98
92525,Travel,3757.69
92526,Utilities,2920.73
92527,Travel,1588.9
92528,Utilities,816.59
92529,Travel,367.38
92530,Rent,1556.56
92531,Food,203.0
92532,Rent,313.07
92533,Rent,1951.28
92534,Food,120.7
92535,Utilities,4651.81
92536,Rent,2486.71
92537,Shopping,2343.44
92538,Utilities,3584.83
92539,Shopping,1747.9
92540,Shopping,2227.46
92541,Utilities,1854.82
92542,Shopping,2424.85
92543,Rent,91.46
92544,Utilities,3688.6
92545,Food,4205.35
92546,Rent,1824.17
92547,Travel,341.28
92548,Food,2471.4
92549,Food,2732.49
92550,Shopping,308.25
92551,Travel,2701.69
92552,Utilities,405.69
92553,Rent,1451.59
92554,Utilities,4668.63
92555,Shopping,4664.41
92556,Food,1548.86
92557,Travel,1703.13
92558,Travel,2357.29
92559,Utilities,3118.1
92560,Rent,4618.19
92561,Shopping,4284.29
92562,Utilities,4457.08
92563,Shopping,3589.62
92564,Travel,4233.41
92565,Utilities,1255.93
92566,Food,715.95
92567,Food,3310.21
92568,Shopping,1584.1
92569,Utilities,4419.58
92570,Food,908.19
92571,Food,256.23
92572,Shopping,234.49
92573,Rent,788.09
92574,Travel,2791.82
92575,Shopping,1646.33
92576,Shopping,3037.26
92577,Utilities,1732.98
92578,Rent,557.3
92579,Travel,3436.86
92580,Utilities,432.28
92581,Food,2724.77
92582,Shopping,3827.79
92583,Shopping,575.82
92584,Travel,1965.7
92585,Travel,2794.54
92586,Shopping,1599.92
92587,Shopping,4058.15
92588,Travel,175.04
92589,Food,1516.94
92590,Rent,2215.8
92591,Utilities,1272.79
92592,Food,3244.47
92593,Rent,1895.18
92594,Food,883.5
92595,Rent,2364.62
92596,Shopping,409.46
92597,Food,3823.02
92598,Shopping,2202.91
92599,Travel,1961.85
92600,Utilities,4329.2
92601,Rent,2491.24
92602,Rent,3650.82
92603,Utilities,719.4
92604,Shopping,208.72
92605,Travel,272.01
92606,Rent,1141.96
92607,Utilities,825.5
92608,Food,4596.59
92609,Utilities,1160.88
92610,Travel,1250.17
92611,Shopping,1517.18
92612,Utilities,4215.83
92613,Shopping,2744.19
92614,Travel,4692.96
92615,Rent,2510.12
92616,Utilities,1187.32
92617,Food,2158.75
92618,Food,193.99
92619,Shopping,4830.1
92620,Food,648.33
92621,Travel,4472.66
92622,Shopping,4234.76
92623,Travel,2255.21
92624,Utilities,3023.93
92625,Rent,352.88
92626,Rent,1392.38
92627,Rent,4107.39
92628,Rent,4279.15
92629,Shopping,4768.13
92630,Food,1570.38
92631,Food,4673.7
92632,Rent,3857.72
92633,Food,1894.32
92634,Food,155.46
92635,Shopping,1973.88
92636,Food,3593.69
92637,Rent,3726.48
92638,Shopping,794.23
92639,Food,3200.95
92640,Food,2178.56
92641,Shopping,1403.42
92642,Food,575.75
92643,Shopping,791.33
92644,Rent,2626.21
92645,Utilities,1620.5
92646,Travel,2417.38
92647,Shopping,1098.26
92648,Rent,4561.52
92649,Food,277.31
92650,Food,4252.8
92651,Shopping,2259.67
92652,Food,532.02
92653,Food,2376.57
92654,Travel,580.49
92655,Rent,4303.61
92656,Travel,1106.24
92657,Shopping,1746.41
92658,Travel,2847.14
92659,Rent,877.64
92660,Rent,1178.54
92661,Utilities,35.13
92662,Rent,1815.46
92663,Food,3257.83
92664,Shopping,490.98
92665,Travel,2463.03
92666,Food,2320.54
92667,Food,3230.49
92668,Shopping,4253.89
92669,Shopping,525.51
92670,Rent,3648.8
92671,Rent,4645.26
92672,Rent,785.86
